time,x1,y1,z1,x2,y2,z2,x7,y7,z7,x6,y6,z6
1.0,1.926520438336266139e+01,4.123343043579770217e+00,0.000000000000000000e+00,3.001754895337493778e+01,1.086318139569373464e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
1.1,1.931337489470416102e+01,4.337791977760525164e+00,0.000000000000000000e+00,3.005943370656213531e+01,1.064741668360065141e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
1.2,1.936238686812759013e+01,4.555986993134887975e+00,0.000000000000000000e+00,3.010205011965155464e+01,1.042788290577029109e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
1.3,1.941208042583738091e+01,4.777216334276073617e+00,0.000000000000000000e+00,3.014525917726176729e+01,1.020529618469273636e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
1.4,1.949699234881821752e+01,5.101809999738157408e+00,0.000000000000000000e+00,3.019718806639569308e+01,9.875179179149307984e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
1.5,1.959107079500547499e+01,5.274122583392424346e+00,0.000000000000000000e+00,3.017786921613372897e+01,9.685791581583314880e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
1.6,1.971286962792903452e+01,5.413053330928846663e+00,0.000000000000000000e+00,3.011824325233442323e+01,9.520336108699698485e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
1.7,1.985711617162385423e+01,5.524613947202033692e+00,0.000000000000000000e+00,3.002577768011011727e+01,9.374983913685944970e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
1.8,2.001953879399416181e+01,5.613733193397801635e+00,0.000000000000000000e+00,2.990656242797077979e+01,9.246514441417771124e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
1.9,2.019667741802975414e+01,5.684451533957283864e+00,0.000000000000000000e+00,2.976556120289116336e+01,9.132222029498150206e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
2.0,2.038572971770143383e+01,5.740081023921944414e+00,0.000000000000000000e+00,2.960681805505231168e+01,9.029835618853308432e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
2.1,2.058442634185718489e+01,5.783336555803157530e+00,0.000000000000000000e+00,2.943362672302355065e+01,8.937450170002930960e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
2.2,2.079092972813217344e+01,5.816443539599534418e+00,0.000000000000000000e+00,2.924866921453096680e+01,8.853468368153771806e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
2.3,2.100375207326278115e+01,5.841226211516565847e+00,0.000000000000000000e+00,2.905412905570783266e+01,8.776551265892189591e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
2.4,2.122168885039403108e+01,5.859180033509714391e+00,0.000000000000000000e+00,2.885178374116006950e+01,8.705576620741519278e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
2.5,2.144376493823223484e+01,5.871531035761091921e+00,0.000000000000000000e+00,2.864308014250003609e+01,8.639603812465265875e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
2.6,2.166919097725189403e+01,5.879284448537614338e+00,0.000000000000000000e+00,2.842919597679172838e+01,8.577844356839060325e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
2.7,2.189732801662997730e+01,5.883264551819467947e+00,0.000000000000000000e+00,2.821108988625889680e+01,8.519637159871406240e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
2.8,2.212765888054684282e+01,5.884147326176194959e+00,0.000000000000000000e+00,2.798954222283757431e+01,8.464427774331102938e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
2.9,2.235976497921350159e+01,5.882487204277103032e+00,0.000000000000000000e+00,2.776518825222224152e+01,8.411751026707934287e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
3.0,2.259330753103309775e+01,5.878738988737173266e+00,0.000000000000000000e+00,2.753893636584805904e+01,8.360421462810162296e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
3.1,2.282757888688519898e+01,5.874131832838430434e+00,0.000000000000000000e+00,2.731135234678937351e+01,8.309895014379460321e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
3.2,2.306218996087889650e+01,5.869212407974239376e+00,0.000000000000000000e+00,2.708283358851570810e+01,8.259918591956740386e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
3.3,2.329688935345900092e+01,5.864223662997372521e+00,0.000000000000000000e+00,2.685376091031346490e+01,8.210249697528338331e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
3.4,2.353140193127516611e+01,5.859404965821938482e+00,0.000000000000000000e+00,2.662452828804903859e+01,8.160651051098446018e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
3.5,2.376539981380921063e+01,5.854997262981953554e+00,0.000000000000000000e+00,2.639558028232623599e+01,8.110890731885104898e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
3.6,2.399846261766528244e+01,5.851239994615712980e+00,0.000000000000000000e+00,2.616746049077133662e+01,8.060755333220935626e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
3.7,2.423002481641945494e+01,5.848348688907772264e+00,0.000000000000000000e+00,2.594086995083139868e+01,8.010091884756207037e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
3.8,2.445931736636202203e+01,5.846451247575738641e+00,0.000000000000000000e+00,2.571671693885653198e+01,7.958905796819465195e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
3.9,2.468534101185736063e+01,5.845450388653339324e+00,0.000000000000000000e+00,2.549609411437797846e+01,7.907541968676230049e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
4.0,2.490697237613143145e+01,5.844800843730363127e+00,0.000000000000000000e+00,2.528005317257917284e+01,7.856912688059093597e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
4.1,2.512334873306175709e+01,5.843313717110222960e+00,0.000000000000000000e+00,2.506908646980734900e+01,7.808557965890779329e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
4.2,2.533449184010743593e+01,5.839298970704133396e+00,0.000000000000000000e+00,2.486257413871304323e+01,7.764231177781816484e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
4.3,2.554872957095826891e+01,5.833080101653036031e+00,0.000000000000000000e+00,2.465661185977674918e+01,7.724261325125290512e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
4.4,2.576777596246136071e+01,5.825240806347263600e+00,0.000000000000000000e+00,2.444455586725420559e+01,7.686062032836446178e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
4.5,2.599071618251320004e+01,5.816069754993549168e+00,0.000000000000000000e+00,2.422754256549765017e+01,7.649465534109226361e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
4.6,2.621680940393624226e+01,5.805803896960515686e+00,0.000000000000000000e+00,2.400649426692355348e+01,7.614326170023038465e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
4.7,2.644545571407589790e+01,5.794637763881343773e+00,0.000000000000000000e+00,2.378215941930278277e+01,7.580519109703326208e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
4.8,2.667616931614053755e+01,5.782731095943971944e+00,0.000000000000000000e+00,2.355514523074542055e+01,7.547939344577405230e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
4.9,2.690855682618349576e+01,5.770215093503127335e+00,0.000000000000000000e+00,2.332594410520206551e+01,7.516501160363010747e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
5.0,2.714229969696912192e+01,5.757197541924681694e+00,0.000000000000000000e+00,2.309495502576445958e+01,7.486138383882301461e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
5.1,2.737713998410782779e+01,5.743767012980971032e+00,0.000000000000000000e+00,2.286250078774063255e+01,7.456805933607506987e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
5.2,2.761286881899374279e+01,5.729996309482719319e+00,0.000000000000000000e+00,2.262884176652919166e+01,7.428483764577372916e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
5.3,2.784931707388097522e+01,5.715945289762738746e+00,0.000000000000000000e+00,2.239418666223164678e+01,7.401185785884317525e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
5.4,2.808634780227650651e+01,5.701663183958661563e+00,0.000000000000000000e+00,2.215870026229358558e+01,7.374980966043342967e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
5.5,2.832385011707220457e+01,5.687190493815776016e+00,0.000000000000000000e+00,2.192250717491792500e+01,7.350052676772689253e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
5.6,2.856173423301981984e+01,5.672560551153084774e+00,0.000000000000000000e+00,2.168568595094557239e+01,7.326948918001104261e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
5.7,2.879992745213344563e+01,5.657800796551756051e+00,0.000000000000000000e+00,2.136375404950260659e+01,7.331268419724166208e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
5.8,2.903837091270309401e+01,5.642933828696765630e+00,0.000000000000000000e+00,2.126740076089956588e+01,7.352233758539028941e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
5.9,2.927701695669863113e+01,5.627978265687200832e+00,0.000000000000000000e+00,2.117441542483957662e+01,7.381335842228402555e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
6.0,2.951582699795686793e+01,5.612949452164862407e+00,0.000000000000000000e+00,2.108467913253562642e+01,7.417891291862522607e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
6.1,2.975476979590807858e+01,5.597860039996382930e+00,0.000000000000000000e+00,2.099807545450900648e+01,7.461273684039452014e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
6.2,2.999382005770990034e+01,5.582720465236389984e+00,0.000000000000000000e+00,2.091449108455954686e+01,7.510909269629513219e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
6.3,3.023295730632442613e+01,5.567539339997976455e+00,0.000000000000000000e+00,2.083381639514297845e+01,7.566272931382031608e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
6.4,3.047193128834124209e+01,5.572137164317789271e+00,0.000000000000000000e+00,2.075594591287992685e+01,7.626884385496222052e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
6.5,3.071078944962028601e+01,5.590669143660206508e+00,0.000000000000000000e+00,2.068077872505844184e+01,7.692304627384444871e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
6.6,3.094975138333533238e+01,5.602469873087384755e+00,0.000000000000000000e+00,2.060821882932578930e+01,7.762132618119983007e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
6.7,3.118878586391520003e+01,5.608659033422309648e+00,0.000000000000000000e+00,2.053817543967678816e+01,7.836002205287013744e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
6.8,3.142786878004758222e+01,5.610166122461329508e+00,0.000000000000000000e+00,2.040530275850608888e+01,7.994559090304587556e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
6.9,3.166698171603722045e+01,5.607763175505370512e+00,0.000000000000000000e+00,2.028154897324616357e+01,8.165640709135882247e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
7.0,3.190611078349349228e+01,5.602091803368857370e+00,0.000000000000000000e+00,2.016640347966186653e+01,8.347309672657258872e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
7.1,3.214524566692625740e+01,5.593685541424795460e+00,0.000000000000000000e+00,2.005946867604996697e+01,8.537962770353647812e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
7.2,3.238437884967681413e+01,5.582988328609373774e+00,0.000000000000000000e+00,1.996047890176874873e+01,8.736278428785674066e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
7.3,3.262350499023328609e+01,5.570369791511835977e+00,0.000000000000000000e+00,1.986933415256589797e+01,8.941173318395845726e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
7.4,3.286262042282327656e+01,5.556137890233189047e+00,0.000000000000000000e+00,1.978616545102476820e+01,9.151766517499110520e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
7.5,3.310172275991646984e+01,5.540549385116867676e+00,0.000000000000000000e+00,1.971147551016998989e+01,9.367347522023111495e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
7.6,3.334081057772802836e+01,5.523818503046014072e+00,0.000000000000000000e+00,1.964649511283432304e+01,9.587330313149919903e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
7.7,3.357988316890753566e+01,5.506124115732171198e+00,0.000000000000000000e+00,1.959439393500140980e+01,9.811043568358924105e+00,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
7.8,3.381894034930173376e+01,5.487615687793229391e+00,0.000000000000000000e+00,1.955708100155766260e+01,1.014421347476962865e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
7.9,3.405798230800039050e+01,5.468418207379906804e+00,0.000000000000000000e+00,1.952951577933838223e+01,1.036680866947838986e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
8.0,3.429700949184132241e+01,5.448636274967871174e+00,0.000000000000000000e+00,1.949426787754273604e+01,1.059084148123925395e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
8.1,3.453602251719812699e+01,5.428357495292649659e+00,0.000000000000000000e+00,1.945214899596725999e+01,1.081584206368162171e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
8.2,3.477502210324215781e+01,5.407655292117028445e+00,0.000000000000000000e+00,1.940380863968624325e+01,1.104141660195293539e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
8.3,3.501400902199623744e+01,5.386591244636831810e+00,0.000000000000000000e+00,1.934974326175521497e+01,1.126722479596271853e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
8.4,3.525298406141776297e+01,5.365217027065481759e+00,0.000000000000000000e+00,1.929029364580819461e+01,1.149295629994814938e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
8.5,3.549194799849351512e+01,5.343576018638271030e+00,0.000000000000000000e+00,1.922562170028569994e+01,1.171830053770779578e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
8.6,3.573090157992515259e+01,5.321704639396980241e+00,0.000000000000000000e+00,1.915564194915097929e+01,1.194289520102728197e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
8.7,3.596984550845404272e+01,5.299633457188077656e+00,0.000000000000000000e+00,1.907982283309697991e+01,1.216620083234959715e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
8.8,3.620878043323259021e+01,5.277388102921404034e+00,0.000000000000000000e+00,1.899642489525176003e+01,1.238699260529839918e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
8.9,3.644770694290483704e+01,5.254990023901623175e+00,0.000000000000000000e+00,1.885012159853813429e+01,1.267287409689422972e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
9.0,3.668662556020939292e+01,5.232457098546857033e+00,0.000000000000000000e+00,1.881158657827589664e+01,1.273405328891199417e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
9.1,3.692553673694231264e+01,5.209804129520305693e+00,0.000000000000000000e+00,1.878040936951455819e+01,1.277763763639470085e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
9.2,3.715783881466869332e+01,5.150183270544152592e+00,0.000000000000000000e+00,1.875592149797111929e+01,1.280540739110355020e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
9.3,3.727170783857445713e+01,5.227726941823843454e+00,0.000000000000000000e+00,1.873751276381044306e+01,1.281896248887982814e+01,0.000000000000000000e+00,6.999999999999999556e-01,1.400000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00
